"total_points","was_home","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","transfers_in","transfers_out","Player ID","xG","xA","Matchday","Date","Away Team","Home Team","Away Team Strength","Home Team Strength","Away Team Score","Home Team Score"
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,1,"0.00","0.00",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",84,874,1,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",355,634,1,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,747,1,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,174,1,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,TRUE,5,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.8,0,0.1,0,"0.00","0.00","0.00","0.15",0,0,2,"0.00","0.00",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",12170,66145,2,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",3238,75821,2,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
1,FALSE,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0.00","0.00","0.00","0.13",1997,29510,2,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",7682,6040,2,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
6,TRUE,90,0,0,1,0,0,0,0,0,0,0,0,22,13.8,1.4,8,2.3,1,"0.12","0.02","0.14","0.47",0,0,3,"0.51","0.05",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
6,FALSE,90,0,0,1,0,0,0,0,1,0,0,1,25,21.4,1.9,0,2.3,1,"0.00","0.02","0.02","1.28",36723,61907,3,"0.51","0.05",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
2,TRUE,90,0,0,0,1,0,0,0,0,0,0,0,17,20.8,20.8,9,5.1,1,"0.12","0.01","0.13","1.83",86679,85826,3,"0.51","0.05",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
15,FALSE,90,1,0,1,0,0,0,0,0,0,0,3,40,58,0.7,35,9.4,1,"0.27","0.00","0.27","0.74",61041,176466,3,"0.51","0.05",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",171534,39697,3,"0.51","0.05",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
12,TRUE,90,1,1,1,0,0,0,0,0,0,0,3,48,54.8,24.1,46,12.5,1,"0.45","0.04","0.49","0.47",0,0,4,"1.57","0.12",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
2,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,-2,0,6.1,15,2,1,"0.21","0.03","0.24","1.28",350954,65128,4,"1.57","0.12",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
8,TRUE,90,1,0,0,1,0,0,0,0,0,0,2,34,47,24.8,30,10.2,1,"0.77","0.05","0.82","1.83",307787,244346,4,"1.57","0.12",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
2,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,9,19.2,5.4,36,6.1,1,"0.14","0.00","0.14","0.74",301692,310368,4,"1.57","0.12",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",108350,190859,4,"1.57","0.12",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,5,"0.00","0.00",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,1230,5,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,706,5,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,495,5,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,226,5,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
1,TRUE,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0.8,8,0.8,0,"0.02","0.01","0.03","0.15",0,0,6,"0.07","0.05",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
6,FALSE,78,0,0,1,0,0,0,0,0,0,0,0,24,3.4,4.7,2,1,1,"0.00","0.01","0.01","1.12",4299,11982,6,"0.07","0.05",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
1,TRUE,79,0,0,0,1,0,0,0,1,0,0,0,3,12.8,10.6,4,2.7,1,"0.00","0.02","0.02","1.55",28883,14363,6,"0.07","0.05",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
5,FALSE,90,0,0,1,0,0,0,0,1,0,0,0,20,13.4,1.1,7,2.2,1,"0.05","0.01","0.06","0.74",18538,18614,6,"0.07","0.05",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",23432,9726,6,"0.07","0.05",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,7,"0.00","0.00",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2615,6764,7,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",3276,6910,7,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
2,FALSE,90,0,0,1,0,0,0,0,1,0,0,0,0,0.4,1.8,0,0.2,1,"0.00","0.00","0.00","0.74",4753,5735,7,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2335,2426,7,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,8,"0.00","0.00",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",708,3950,8,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",828,3229,8,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",672,2351,8,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",390,1137,8,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
3,TRUE,90,0,0,1,0,0,0,0,0,0,0,0,16,13.6,36.7,25,7.5,1,"0.08","0.19","0.27","0.47",0,0,9,"0.25","0.74",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
3,FALSE,64,0,0,1,0,0,0,0,0,0,0,0,9,6.4,26.3,10,4.3,1,"0.00","0.41","0.41","1.12",21172,33930,9,"0.25","0.74",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
1,TRUE,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,0,"0.00","0.00","0.00","0.65",21818,57139,9,"0.25","0.74",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
3,FALSE,79,0,0,1,0,0,0,0,0,0,0,0,18,22.8,25.6,31,7.9,1,"0.17","0.14","0.31","0.61",8634,63450,9,"0.25","0.74",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",6790,21477,9,"0.25","0.74",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
8,TRUE,90,0,0,1,0,0,0,0,0,0,3,1,28,28,0,0,2.8,1,"0.00","0.00","0.00","0.47",0,0,15,"0.00","0.01",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
10,FALSE,90,0,0,1,0,0,0,0,0,0,3,3,27,28.2,0,0,2.8,1,"0.00","0.00","0.00","1.28",71675,88278,15,"0.00","0.01",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
2,TRUE,90,0,0,0,1,0,0,0,1,0,3,0,8,33.6,0,0,3.4,1,"0.00","0.01","0.01","1.83",394083,105121,15,"0.00","0.01",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
9,FALSE,90,0,0,1,0,0,0,0,0,0,5,2,33,41,0,0,4.1,1,"0.00","0.00","0.00","0.74",175717,272522,15,"0.00","0.01",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",157350,81104,15,"0.00","0.01",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
3,TRUE,84,0,0,1,0,0,0,0,0,0,0,0,9,6.6,13.4,8,2.8,1,"0.09","0.05","0.14","0.32",0,0,16,"0.19","0.19",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
2,FALSE,90,0,0,1,0,0,0,0,1,0,0,0,18,18.8,12.3,21,5.2,1,"0.07","0.11","0.18","1.28",25416,69713,16,"0.19","0.19",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
-2,TRUE,48,0,0,0,1,0,0,0,0,1,0,0,-10,0,1.7,6,0.1,1,"0.03","0.03","0.06","0.08",20951,98074,16,"0.19","0.19",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1443,215029,16,"0.19","0.19",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",8900,20780,16,"0.19","0.19",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
6,TRUE,90,0,0,1,0,0,0,0,0,0,0,0,26,14.8,0.9,0,1.6,1,"0.00","0.00","0.00","0.47",0,0,18,"0.00","0.03",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
6,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,24,23.8,1.2,0,2.5,1,"0.00","0.01","0.01","1.28",71155,125546,18,"0.00","0.03",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
2,TRUE,90,0,0,0,1,0,0,0,0,0,0,0,10,22,1.3,0,2.3,1,"0.00","0.01","0.01","1.83",186343,169989,18,"0.00","0.03",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
5,FALSE,90,0,0,1,0,0,0,0,1,0,0,0,22,8.2,0.4,2,1.1,1,"0.00","0.01","0.01","0.74",95758,389990,18,"0.00","0.03",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",39461,146246,18,"0.00","0.03",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
3,TRUE,90,0,0,1,0,0,0,0,0,0,0,0,16,14.4,43.6,1,5.9,1,"0.06","0.06","0.12","0.47",0,0,20,"0.16","0.21",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
11,FALSE,90,1,0,1,0,0,0,0,0,0,0,3,27,39.4,7.5,8,5.5,1,"0.10","0.08","0.18","1.28",4346,2072,20,"0.16","0.21",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
1,TRUE,90,0,0,0,1,0,0,0,1,0,0,0,8,17,0.6,0,1.8,1,"0.00","0.00","0.00","1.83",120463,21758,20,"0.16","0.21",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
3,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,12,20,2.8,0,2.3,1,"0.00","0.07","0.07","0.74",38742,35521,20,"0.16","0.21",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",15118,16908,20,"0.16","0.21",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,21,"0.00","0.00",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",52,1784,21,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",86,817,21,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",121,542,21,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",41,219,21,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,22,"0.00","0.00",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",49,2967,22,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",86,1257,22,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",117,793,22,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",49,325,22,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
6,TRUE,90,0,0,1,0,0,0,0,0,0,0,0,22,5.8,1.3,8,1.5,1,"0.07","0.06","0.13","0.47",0,0,24,"0.11","0.09",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
6,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,23,9.2,6.8,4,2,1,"0.00","0.02","0.02","1.28",19032,53659,24,"0.11","0.09",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
2,TRUE,90,0,0,0,1,0,0,0,0,0,0,0,8,22,0.8,5,2.8,1,"0.04","0.00","0.04","1.83",44069,75956,24,"0.11","0.09",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
6,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,23,10.2,1.9,0,1.2,1,"0.00","0.01","0.01","0.74",20512,136138,24,"0.11","0.09",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",10298,49110,24,"0.11","0.09",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
6,TRUE,68,0,0,1,0,0,0,0,0,0,0,0,22,7.2,4.9,6,1.8,1,"0.00","0.04","0.04","0.32",0,0,25,"0.00","0.04",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",46003,22390,25,"0.00","0.04",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
1,TRUE,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"0.00","0.00","0.00","0.28",16584,72632,25,"0.00","0.04",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",9852,55628,25,"0.00","0.04",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1173,45850,25,"0.00","0.04",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
4,FALSE,90,0,0,0,1,0,0,0,0,0,7,0,17,47,0,0,4.7,1,"0.00","0.00","0.00","1.30",0,0,73,"0.00","0.00",1,2024-08-17,"Bournemouth","Nott'm Forest",3,3,1,1
3,TRUE,90,0,0,0,1,0,0,0,0,0,4,0,13,30.8,0,0,3.1,1,"0.00","0.00","0.00","1.61",15125,10888,73,"0.00","0.00",2,2024-08-25,"Newcastle","Bournemouth",4,3,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",30742,36213,73,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",5002,65426,73,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1110,24185,73,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,186,"0.00","0.00",1,2024-08-18,"Man City","Chelsea",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2709,39539,186,"0.00","0.00",2,2024-08-25,"Chelsea","Wolves",3,3,6,2
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",4626,31386,186,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
1,FALSE,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.2,0,"0.00","0.00","0.00","0.13",19692,18946,186,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",3783,9342,186,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,578,"0.00","0.00",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
1,FALSE,11,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,0,0,"0.00","0.00","0.00","0.16",4067,50864,578,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
1,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,3,2,0.1,0,0.2,0,"0.00","0.00","0.00","0.89",4776,39697,578,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",3165,38723,578,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",649,17924,578,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,597,"0.00","0.00",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",742,511,597,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1109,964,597,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1354,985,597,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",431,438,597,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
1,FALSE,27,0,0,0,0,0,0,0,0,0,0,0,5,3.6,1.1,2,0.7,0,"0.00","0.01","0.01","0.28",0,0,63,"0.08","0.15",1,2024-08-17,"Bournemouth","Nott'm Forest",3,3,1,1
2,TRUE,63,0,0,1,0,0,0,0,1,0,0,0,7,8.4,32.3,2,4.3,1,"0.00","0.03","0.03","0.25",330,2753,63,"0.08","0.15",2,2024-08-25,"Newcastle","Bournemouth",4,3,1,1
2,FALSE,65,0,0,0,2,0,0,0,0,0,0,0,12,7.6,11.8,2,2.1,1,"0.00","0.02","0.02","1.71",2345,3262,63,"0.08","0.15",3,2024-08-31,"Bournemouth","Everton",3,3,3,2
2,TRUE,67,0,0,1,0,0,0,0,1,0,0,0,10,15,23.1,9,4.7,1,"0.08","0.06","0.14","0.47",5980,4146,63,"0.08","0.15",4,2024-09-14,"Chelsea","Bournemouth",3,3,1,0
1,FALSE,68,0,0,0,3,0,0,0,1,0,0,0,2,0.8,13.8,6,2.1,1,"0.00","0.03","0.03","1.56",1166,2123,63,"0.08","0.15",5,2024-09-21,"Bournemouth","Liverpool",3,4,0,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,164,"0.00","0.00",1,2024-08-18,"Man City","Chelsea",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1057,2695,164,"0.00","0.00",2,2024-08-25,"Chelsea","Wolves",3,3,6,2
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1559,2959,164,"0.00","0.00",3,2024-09-01,"Crystal Palace","Chelsea",3,3,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2111,3495,164,"0.00","0.00",4,2024-09-14,"Chelsea","Bournemouth",3,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,2446,164,"0.00","0.00",5,2024-09-21,"Chelsea","West Ham",3,3,3,0
5,FALSE,78,0,1,0,1,0,0,0,0,0,0,0,25,31.6,52.8,15,9.9,1,"0.02","0.98","1.00","0.90",0,0,494,"1.41","2.69",1,2024-08-19,"Spurs","Leicester",3,2,1,1
6,TRUE,78,0,1,1,0,0,0,0,0,0,0,0,25,38.6,41.8,31,11.1,1,"0.41","0.38","0.79","1.00",69307,33257,494,"1.41","2.69",2,2024-08-24,"Everton","Spurs",3,3,0,4
1,FALSE,81,0,0,0,2,0,0,0,1,0,0,0,13,16.2,32.3,26,7.5,1,"0.07","0.07","0.14","1.57",77815,81646,494,"1.41","2.69",3,2024-09-01,"Spurs","Newcastle",3,4,1,2
2,TRUE,79,0,0,0,1,0,0,0,0,0,0,0,20,19,46.6,6,7.2,1,"0.00","0.35","0.35","0.73",23683,113581,494,"1.41","2.69",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
12,TRUE,87,1,1,0,1,0,0,0,1,0,0,3,49,55.4,43,49,14.7,1,"0.91","0.91","1.82","0.58",28364,40155,494,"1.41","2.69",5,2024-09-21,"Brentford","Spurs",3,3,1,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,388,"0.00","0.37",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
1,FALSE,28,0,0,0,0,0,0,0,0,0,0,0,4,4.2,0.1,0,0.4,0,"0.00","0.00","0.00","0.56",7149,20075,388,"0.00","0.37",2,2024-08-24,"West Ham","Crystal Palace",3,3,2,0
1,TRUE,90,0,0,0,3,0,0,0,0,0,0,0,8,20.4,30.8,0,5.1,1,"0.00","0.05","0.05","3.00",11799,22530,388,"0.00","0.37",3,2024-08-31,"Man City","West Ham",5,3,3,1
2,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,8,17.6,11.8,0,2.9,1,"0.00","0.03","0.03","1.54",21428,18354,388,"0.00","0.37",4,2024-09-14,"West Ham","Fulham",3,3,1,1
1,TRUE,90,0,0,0,3,0,0,0,0,0,0,0,1,26,38.5,6,7.1,1,"0.00","0.29","0.29","2.19",7493,10427,388,"0.00","0.37",5,2024-09-21,"Chelsea","West Ham",3,3,3,0
1,FALSE,33,0,0,0,1,0,0,0,0,0,0,0,9,13.8,16.2,17,4.7,0,"0.06","0.02","0.08","0.25",0,0,541,"1.44","0.80",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
6,TRUE,67,1,0,0,5,0,0,0,0,0,0,0,34,39.6,26.8,44,11,1,"0.93","0.20","1.13","1.24",11678,34133,541,"1.44","0.80",2,2024-08-25,"Chelsea","Wolves",3,3,6,2
