"total_points","was_home","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","transfers_in","transfers_out","Player ID","xG","xA","Matchday","Date","Away Team","Home Team","Away Team Strength","Home Team Strength","Away Team Score","Home Team Score"
1,TRUE,13,0,0,0,1,0,0,0,0,0,0,0,0,2.4,1.5,0,0.4,0,"0.00","0.01","0.01","0.46",596,2138,543,"0.08","0.08",4,2024-09-15,"Newcastle","Wolves",4,3,2,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",487,1153,543,"0.08","0.08",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
2,TRUE,64,0,0,0,1,0,0,0,0,0,0,0,12,4.2,2.5,2,0.9,1,"0.00","0.01","0.01","1.45",0,0,265,"0.00","0.02",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,0,0,0,"0.00","0.00","0.00","0.00",1130,3067,265,"0.00","0.02",2,2024-08-24,"Ipswich","Man City",2,5,1,4
1,TRUE,2,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.4,0,0.1,0,"0.00","0.01","0.01","0.00",689,4648,265,"0.00","0.02",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
1,FALSE,5,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0.2,0,"0.00","0.00","0.00","0.25",398,3850,265,"0.00","0.02",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
1,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,3,1.6,3.3,0,0.5,0,"0.00","0.00","0.00","0.42",138,1820,265,"0.00","0.02",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,266,"0.00","0.00",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",242,604,266,"0.00","0.00",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",245,525,266,"0.00","0.00",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",348,417,266,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",89,330,266,"0.00","0.00",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
1,TRUE,90,0,0,0,2,0,0,0,0,0,0,0,-1,14.8,6.1,0,2.1,1,"0.00","0.02","0.02","2.65",0,0,267,"0.26","0.54",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,90,0,0,0,4,0,0,0,0,0,0,0,-9,5.4,0.4,4,1,1,"0.00","0.10","0.10","3.34",6110,11576,267,"0.26","0.54",2,2024-08-24,"Ipswich","Man City",2,5,1,4
7,TRUE,90,0,1,0,1,0,0,0,0,0,0,2,31,30.6,44.6,4,7.9,1,"0.05","0.21","0.26","0.95",10245,17430,267,"0.26","0.54",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
6,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,23,21,13.8,5,4,1,"0.02","0.15","0.17","1.66",40326,22711,267,"0.26","0.54",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
2,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,11,14.6,36.6,19,7,1,"0.19","0.06","0.25","2.49",34960,8831,267,"0.26","0.54",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
2,TRUE,73,0,0,0,2,0,0,0,0,0,0,0,8,6.4,20.7,8,3.5,1,"0.00","0.00","0.00","2.07",0,0,268,"0.47","0.04",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
2,FALSE,82,0,0,0,3,0,0,0,0,0,0,0,-3,1.6,0.9,6,0.9,1,"0.00","0.01","0.01","3.30",4468,5639,268,"0.47","0.04",2,2024-08-24,"Ipswich","Man City",2,5,1,4
7,TRUE,80,1,0,0,1,0,0,0,0,0,0,1,30,38.2,13.3,33,8.5,1,"0.21","0.00","0.21","0.90",15902,8842,268,"0.47","0.04",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
1,FALSE,58,0,0,0,0,0,0,0,0,0,0,0,-4,0,3,7,0.8,1,"0.21","0.00","0.21","1.22",74495,26633,268,"0.47","0.04",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
1,FALSE,72,0,0,0,1,0,0,0,1,0,0,0,6,0,0.8,4,0.4,1,"0.05","0.03","0.08","2.07",45856,13115,268,"0.47","0.04",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
1,TRUE,90,0,0,0,2,0,0,0,0,0,0,0,12,26.2,0.8,22,4.9,1,"0.10","0.00","0.10","2.65",0,0,270,"0.15","0.01",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,90,0,0,0,4,0,0,0,0,0,0,0,-1,12.4,0.3,0,1.3,1,"0.00","0.00","0.00","3.34",32017,7153,270,"0.15","0.01",2,2024-08-24,"Ipswich","Man City",2,5,1,4
2,TRUE,90,0,0,0,1,0,0,0,0,0,0,0,11,21.4,0.4,17,3.9,1,"0.02","0.00","0.02","0.95",27528,12593,270,"0.15","0.01",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
6,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,22,31.2,0,0,3.1,1,"0.00","0.00","0.00","1.66",100935,28943,270,"0.15","0.01",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
2,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,10,22,1.3,7,3,1,"0.03","0.01","0.04","2.49",75558,9683,270,"0.15","0.01",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
1,TRUE,25,0,0,0,1,0,0,0,0,0,0,0,1,5.4,1.6,4,1.1,0,"0.00","0.03","0.03","1.21",0,0,271,"0.00","0.05",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
1,FALSE,18,0,0,0,1,0,0,0,0,0,0,0,3,4,0.3,2,0.6,0,"0.00","0.02","0.02","0.15",112,446,271,"0.00","0.05",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",235,475,271,"0.00","0.05",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,769,271,"0.00","0.05",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,208,271,"0.00","0.05",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,272,"0.50","0.01",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",224,637,272,"0.50","0.01",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",79,500,272,"0.50","0.01",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
1,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,3,1.2,10.3,2,1.4,0,"0.00","0.00","0.00","0.44",390,330,272,"0.50","0.01",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
1,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,2,1.2,1.3,39,4.2,0,"0.50","0.01","0.51","0.42",345,248,272,"0.50","0.01",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,273,"0.00","0.00",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",651,951,273,"0.00","0.00",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,1549,273,"0.00","0.00",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,818,273,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,366,273,"0.00","0.00",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
1,TRUE,90,0,0,0,2,0,0,0,1,0,0,0,11,7.2,1.8,18,2.7,1,"0.27","0.02","0.29","2.65",0,0,274,"0.39","0.25",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
2,FALSE,88,0,0,0,4,0,0,0,0,0,0,0,5,1.2,0.4,0,0.2,1,"0.00","0.00","0.00","3.34",3013,6789,274,"0.39","0.25",2,2024-08-24,"Ipswich","Man City",2,5,1,4
2,TRUE,90,0,0,0,1,0,0,0,0,0,0,0,18,8,6,21,3.5,1,"0.05","0.02","0.07","0.95",5198,8237,274,"0.39","0.25",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
2,FALSE,84,0,0,1,0,0,0,0,1,0,0,0,0,4.4,3.5,7,1.5,1,"0.04","0.00","0.04","1.41",2366,9481,274,"0.39","0.25",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
1,FALSE,90,0,0,0,1,0,0,0,1,0,0,0,12,20.8,46.8,13,8.1,1,"0.03","0.21","0.24","2.49",2207,4006,274,"0.39","0.25",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,33,0,0,0,2,0,0,0,0,0,0,0,-5,11,0,0,1.1,0,"0.00","0.00","0.00","2.19",0,0,275,"0.00","0.20",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
3,FALSE,90,0,1,0,4,0,0,0,0,0,0,0,2,31.4,17.8,0,4.9,1,"0.00","0.20","0.20","3.34",6756,18064,275,"0.00","0.20",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",142635,47627,275,"0.00","0.20",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",29280,64683,275,"0.00","0.20",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
1,FALSE,8,0,0,0,0,0,0,0,0,0,0,0,4,0.8,0.1,0,0.1,0,"0.00","0.00","0.00","0.16",4285,28675,275,"0.00","0.20",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,276,"0.00","0.00",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",15978,17382,276,"0.00","0.00",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",43904,36468,276,"0.00","0.00",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,54242,276,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,18548,276,"0.00","0.00",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
2,TRUE,64,0,0,0,1,0,0,0,0,0,0,0,8,10.8,1.3,0,1.2,1,"0.00","0.00","0.00","1.45",0,0,277,"0.00","0.00",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
2,FALSE,71,0,0,0,3,0,0,0,0,0,0,0,6,6,2.7,0,0.9,1,"0.00","0.00","0.00","3.20",9260,3730,277,"0.00","0.00",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",30518,11339,277,"0.00","0.00",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
1,FALSE,6,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0.7,0,"0.00","0.00","0.00","0.25",15728,11464,277,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",4578,5372,277,"0.00","0.00",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
2,TRUE,90,0,0,0,2,0,0,0,0,0,0,0,14,16.2,15.9,2,3.4,1,"0.00","0.08","0.08","2.65",0,0,278,"0.09","0.46",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
1,FALSE,90,0,0,0,4,0,0,0,1,0,0,0,14,23.8,2.8,0,2.7,1,"0.00","0.00","0.00","3.34",1556,2686,278,"0.09","0.46",2,2024-08-24,"Ipswich","Man City",2,5,1,4
1,TRUE,90,0,0,0,1,0,0,0,1,0,0,0,13,14.4,18.1,0,3.3,1,"0.00","0.12","0.12","0.95",1906,4321,278,"0.09","0.46",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
2,FALSE,83,0,0,1,0,0,0,0,1,0,0,0,3,13,3.3,0,1.6,1,"0.00","0.14","0.14","1.41",1825,4168,278,"0.09","0.46",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
9,FALSE,90,1,0,0,1,0,0,0,0,0,0,2,33,47.8,16.5,9,7.3,1,"0.09","0.12","0.21","2.49",945,1735,278,"0.09","0.46",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,279,"0.00","0.00",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,229,279,"0.00","0.00",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,96,279,"0.00","0.00",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,88,279,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,26,279,"0.00","0.00",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,280,"0.00","0.00",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2911,2609,280,"0.00","0.00",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",5564,4794,280,"0.00","0.00",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",3712,6235,280,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1482,3081,280,"0.00","0.00",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
1,TRUE,25,0,0,0,1,0,0,0,0,0,0,0,3,3.2,0.9,2,0.6,0,"0.02","0.01","0.03","1.21",0,0,281,"0.02","0.01",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
1,FALSE,18,0,0,0,1,0,0,0,0,0,0,0,5,7,0,0,0.7,0,"0.00","0.00","0.00","0.15",121,466,281,"0.02","0.01",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",197,507,281,"0.02","0.01",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",399,521,281,"0.02","0.01",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,29,0,0,0,0,0,0,0,1,0,0,0,-1,2.6,4.3,0,0.7,0,"0.00","0.00","0.00","0.44",90,263,281,"0.02","0.01",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
1,TRUE,73,0,0,0,2,0,0,0,0,0,0,0,1,7.8,0.4,4,1.2,1,"0.07","0.00","0.07","2.07",0,0,282,"0.07","0.04",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,88,0,0,0,4,0,0,0,0,0,0,0,-6,18.6,0.7,0,1.9,1,"0.00","0.00","0.00","3.34",15520,6787,282,"0.07","0.04",2,2024-08-24,"Ipswich","Man City",2,5,1,4
2,TRUE,90,0,0,0,1,0,0,0,0,0,0,0,17,23.2,17.8,0,4.1,1,"0.00","0.02","0.02","0.95",16603,10969,282,"0.07","0.04",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
6,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,29,32.2,10.5,0,4.3,1,"0.00","0.00","0.00","1.66",50370,17788,282,"0.07","0.04",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
2,FALSE,81,0,0,0,1,0,0,0,0,0,0,0,9,14.8,12.8,4,3.2,1,"0.00","0.02","0.02","2.33",83438,9828,282,"0.07","0.04",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
2,TRUE,90,0,0,0,2,0,0,0,0,0,3,0,9,28.2,0,0,2.8,1,"0.00","0.00","0.00","2.65",0,0,283,"0.00","0.00",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2993,1647,283,"0.00","0.00",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2619,3093,283,"0.00","0.00",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",578,2842,283,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",418,2178,283,"0.00","0.00",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,90,0,0,0,2,0,0,0,1,0,0,0,7,27.2,0.3,2,3,1,"0.00","0.00","0.00","2.65",0,0,284,"0.03","0.00",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,90,0,0,0,4,0,0,0,0,0,0,0,-2,11.6,0.2,0,1.2,1,"0.00","0.00","0.00","3.34",10974,8418,284,"0.03","0.00",2,2024-08-24,"Ipswich","Man City",2,5,1,4
2,TRUE,90,0,0,0,1,0,0,0,0,0,0,0,11,19.4,0.8,4,2.4,1,"0.03","0.00","0.03","0.95",20619,12626,284,"0.03","0.00",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",37137,14717,284,"0.03","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",10684,7564,284,"0.03","0.00",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,359,"0.00","0.04",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",382,2480,359,"0.00","0.04",2,2024-08-24,"Ipswich","Man City",2,5,1,4
2,TRUE,69,0,0,0,1,0,0,0,0,0,0,0,8,4.6,4.8,0,0.9,1,"0.00","0.01","0.01","0.87",490,1205,359,"0.00","0.04",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
2,FALSE,90,0,0,1,0,0,0,0,1,0,0,0,8,15.8,14.8,0,3.1,1,"0.00","0.03","0.03","1.66",753,1049,359,"0.00","0.04",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",545,559,359,"0.00","0.04",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,568,"0.00","0.00",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,90,0,0,0,4,0,0,0,0,0,1,0,-12,3.8,0,0,0.4,1,"0.00","0.00","0.00","3.34",355,6428,568,"0.00","0.00",2,2024-08-24,"Ipswich","Man City",2,5,1,4
3,TRUE,90,0,0,0,1,0,0,0,0,0,3,0,12,28.6,0,0,2.9,1,"0.00","0.00","0.00","0.95",3108,3863,568,"0.00","0.00",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
11,FALSE,90,0,0,1,0,0,0,0,0,0,6,3,37,43.8,0,0,4.4,1,"0.00","0.00","0.00","1.66",9293,5386,568,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
2,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,7,19.2,0,0,1.9,1,"0.00","0.00","0.00","2.49",32668,6036,568,"0.00","0.00",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,583,"0.00","0.00",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2338,3219,583,"0.00","0.00",2,2024-08-24,"Ipswich","Man City",2,5,1,4
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",3550,3802,583,"0.00","0.00",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",4332,3734,583,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1854,2173,583,"0.00","0.00",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
1,TRUE,16,0,0,0,0,0,0,0,0,0,0,0,2,3.4,10.3,0,1.4,0,"0.00","0.02","0.02","0.58",0,0,611,"0.99","0.03",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
6,FALSE,71,1,0,0,3,0,0,0,1,0,0,0,21,34.6,0.3,7,4.2,1,"0.29","0.00","0.29","3.20",2851,2128,611,"0.99","0.03",2,2024-08-24,"Ipswich","Man City",2,5,1,4
2,TRUE,80,0,0,0,1,0,0,0,0,0,0,0,9,2.6,2.4,4,0.9,1,"0.00","0.01","0.01","0.90",34319,7565,611,"0.99","0.03",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
1,FALSE,58,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,"0.00","0.00","0.00","1.22",8903,11208,611,"0.99","0.03",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
2,FALSE,61,0,0,0,1,0,0,0,0,0,0,0,-3,0,2.1,30,3.1,1,"0.70","0.00","0.70","2.05",5080,6179,611,"0.99","0.03",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",450,48,619,"0.02","0.02",2,2024-08-24,"Ipswich","Man City",2,5,1,4
1,TRUE,20,0,0,0,0,0,0,0,0,0,0,0,6,5.4,11.7,0,1.7,0,"0.00","0.00","0.00","0.07",1347,437,619,"0.02","0.02",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2889,880,619,"0.02","0.02",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
2,FALSE,60,0,0,0,1,0,0,0,0,0,0,0,6,4.2,13.4,1,1.9,1,"0.02","0.02","0.04","2.05",604,486,619,"0.02","0.02",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1368,186,630,"0.13","0.01",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
7,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,30,41.6,0,9,5.1,1,"0.06","0.00","0.06","1.66",3172,697,630,"0.13","0.01",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
1,FALSE,90,0,0,0,1,0,0,0,1,0,0,0,12,25.6,0.8,19,4.5,1,"0.07","0.01","0.08","2.49",42574,3739,630,"0.13","0.01",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
1,TRUE,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0.3,6,0.4,0,"0.08","0.00","0.08","0.04",1032,103,631,"0.11","0.21",3,2024-08-31,"Fulham","Ipswich",3,2,1,1
1,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,2,1.6,0.6,1,0.3,0,"0.03","0.01","0.04","0.44",900,408,631,"0.11","0.21",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
1,FALSE,28,0,0,0,0,0,0,0,0,0,0,0,7,4.8,15.4,4,2.4,0,"0.00","0.20","0.20","0.44",336,292,631,"0.11","0.21",5,2024-09-21,"Ipswich","Southampton",2,2,1,1
