"Opponent Team","Total Points","Kick-off Time","Gameweek","modified","Minutes","Goals Scored","Assists","Clean Sheets","Goals Conceded","Own goals","Penalties Saved","Penalties Missed","Yellow Cards","Red Cards","Saves","Bonus","bps","Influence","Creativity","Threat","ICT Threat","Starts","xG","xA","xG Involvements","xG Conceded","mng_win","mng_draw","mng_loss","mng_underdog_win","mng_underdog_draw","mng_clean_sheets","mng_goals_scored","Value","Transfer Balance","Selected","Transfers In","Transfers Out","Player ID"
20,0,"2024-08-17T14:00:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,55,0,2923,0,0,1
2,0,"2024-08-24T16:30:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,55,-790,2321,84,874,1
5,0,"2024-08-31T11:30:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-279,2397,355,634,1
18,0,"2024-09-15T13:00:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-747,1650,0,747,1
13,0,"2024-09-22T15:30:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-174,1494,0,174,1
11,0,"2024-09-28T14:00:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-110,1387,0,110,1
17,0,"2024-10-05T14:00:00Z",7,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-75,1312,0,75,1
3,0,"2024-10-19T16:30:00Z",8,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-53,1260,0,53,1
12,0,"2024-10-27T16:30:00Z",9,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-19,1241,0,19,1
15,0,"2024-11-02T12:30:00Z",10,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-9,1232,0,9,1
6,0,"2024-11-10T16:30:00Z",11,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-18,1215,0,18,1
16,0,"2024-11-23T15:00:00Z",12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-13,1202,0,13,1
19,0,"2024-11-30T17:30:00Z",13,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-7,1195,0,7,1
14,0,"2024-12-04T20:15:00Z",14,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-9,1186,0,9,1
9,0,"2024-12-08T14:00:00Z",15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-7,1178,0,7,1
8,0,"2024-12-14T15:00:00Z",16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-11,1167,0,11,1
7,0,"2024-12-21T17:30:00Z",17,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-6,1162,0,6,1
10,0,"2024-12-27T20:15:00Z",18,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-9,1152,0,9,1
4,0,"2025-01-01T17:30:00Z",19,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-4,1149,0,4,1
5,0,"2025-01-04T17:30:00Z",20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-5,1143,0,5,1
18,0,"2025-01-15T20:00:00Z",21,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-5,1138,0,5,1
2,0,"2025-01-18T17:30:00Z",22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-3,1136,0,3,1
20,0,"2025-01-25T15:00:00Z",23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-7,1129,0,7,1
13,0,"2025-02-02T16:30:00Z",24,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-8,1120,0,8,1
11,0,"2025-02-15T12:30:00Z",25,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-2,1119,0,2,1
19,0,"2025-02-22T15:00:00Z",26,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-5,1114,0,5,1
16,0,"2025-02-26T19:30:00Z",27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-2,1112,0,2,1
14,0,"2025-03-09T16:30:00Z",28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,0,1112,0,0,1
6,0,"2025-03-16T13:30:00Z",29,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-2,1110,0,2,1
9,0,"2025-04-01T18:45:00Z",30,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-1,1109,0,1,1
8,0,"2025-04-05T11:30:00Z",31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-2,1107,0,2,1
4,0,"2025-04-12T16:30:00Z",32,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,0,1107,0,0,1
10,0,"2025-04-20T13:00:00Z",33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-1,1106,0,1,1
7,0,"2025-04-23T19:00:00Z",33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-1,1106,0,1,1
3,0,"2025-05-03T16:30:00Z",35,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,54,-1,1105,0,1,1
20,0,"2024-08-17T14:00:00Z",1,FALSE,5,0,0,0,0,0,0,0,1,0,0,0,1,"0.2","0.8","0.0","0.1",0,"0.00","0.00","0.00","0.15",0,0,0,0,0,0,0,70,0,199810,0,0,2
2,0,"2024-08-24T16:30:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,69,-53975,176166,12170,66145,2
5,0,"2024-08-31T11:30:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,68,-72583,106691,3238,75821,2
18,1,"2024-09-15T13:00:00Z",4,FALSE,10,0,0,0,0,0,0,0,0,0,0,0,1,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.13",0,0,0,0,0,0,0,68,-27513,82577,1997,29510,2
13,0,"2024-09-22T15:30:00Z",5,FALSE,3,0,0,0,1,0,0,0,1,0,0,0,3,"10.0","0.0","0.0","1.0",0,"0.00","0.00","0.00","0.69",0,0,0,0,0,0,0,68,1642,89599,7682,6040,2
11,1,"2024-09-28T14:00:00Z",6,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,4,"2.0","0.0","17.0","1.9",0,"0.11","0.00","0.11","0.00",0,0,0,0,0,0,0,68,2362,95619,10600,8238,2
17,1,"2024-10-05T14:00:00Z",7,FALSE,59,0,0,0,1,0,0,0,0,0,0,0,9,"1.8","31.5","16.0","4.9",1,"0.38","0.06","0.44","0.32",0,0,0,0,0,0,0,68,-1821,97477,6898,8719,2
3,1,"2024-10-19T16:30:00Z",8,FALSE,10,0,0,0,0,0,0,0,0,0,0,0,8,"1.0","0.4","6.0","0.7",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,68,1340,103246,7657,6317,2
12,0,"2024-10-27T16:30:00Z",9,FALSE,5,0,0,0,0,0,0,0,1,0,0,0,1,"2.0","0.3","21.0","2.3",0,"0.18","0.00","0.18","0.00",0,0,0,0,0,0,0,68,-3526,101196,1944,5470,2
15,1,"2024-11-02T12:30:00Z",10,FALSE,19,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","2.2","4.0","0.6",0,"0.00","0.01","0.01","0.04",0,0,0,0,0,0,0,68,-4233,98901,2012,6245,2
6,1,"2024-11-10T16:30:00Z",11,FALSE,9,0,0,0,0,0,0,0,0,0,0,0,1,"0.8","1.0","0.0","0.2",0,"0.00","0.00","0.00","0.04",0,0,0,0,0,0,0,68,-2957,97572,1427,4384,2
16,1,"2024-11-23T15:00:00Z",12,FALSE,90,0,0,1,0,0,0,0,1,0,0,0,1,"6.6","26.7","12.0","4.5",1,"0.15","0.05","0.20","0.33",0,0,0,0,0,0,0,68,-1577,98145,1879,3456,2
19,1,"2024-11-30T17:30:00Z",13,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.7","6.0","0.7",0,"0.05","0.00","0.05","0.74",0,0,0,0,0,0,0,68,-999,98296,1427,2426,2
14,0,"2024-12-04T20:15:00Z",14,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,68,-1117,98244,1489,2606,2
9,1,"2024-12-08T14:00:00Z",15,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,5,"2.2","0.0","0.0","0.2",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,68,-1350,97896,1265,2615,2
8,1,"2024-12-14T15:00:00Z",16,FALSE,21,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.9","13.0","1.2",0,"0.15","0.02","0.17","0.00",0,0,0,0,0,0,0,68,-855,98617,1732,2587,2
7,16,"2024-12-21T17:30:00Z",17,FALSE,85,2,1,0,1,0,0,0,0,0,0,3,68,"74.6","3.3","62.0","14.0",1,"0.82","0.01","0.83","1.55",0,0,0,0,0,0,0,67,7278,107816,9720,2442,2
10,2,"2024-12-27T20:15:00Z",18,FALSE,71,0,0,1,0,0,0,0,0,0,0,0,4,"7.4","17.8","2.0","2.7",1,"0.00","0.10","0.10","0.02",0,0,0,0,0,0,0,68,678156,818191,685858,7702,2
4,12,"2025-01-01T17:30:00Z",19,FALSE,90,1,1,0,1,0,0,0,0,0,0,3,43,"38.2","6.8","62.0","10.7",1,"0.75","0.14","0.89","0.29",0,0,0,0,0,0,0,68,-32056,759564,68746,100802,2
5,2,"2025-01-04T17:30:00Z",20,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,1,"7.6","27.1","34.0","6.9",1,"0.46","0.13","0.59","1.52",0,0,0,0,0,0,0,69,271858,1046339,354779,82921,2
18,0,"2025-01-15T20:00:00Z",21,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,69,-482599,556311,54388,536987,2
2,0,"2025-01-18T17:30:00Z",22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,67,-305507,257199,304,305811,2
20,0,"2025-01-25T15:00:00Z",23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,66,-83325,176252,151,83476,2
13,0,"2025-02-02T16:30:00Z",24,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,66,-27698,149145,68,27766,2
11,0,"2025-02-15T12:30:00Z",25,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,66,-12572,137193,133,12705,2
19,0,"2025-02-22T15:00:00Z",26,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,65,-5356,132117,80,5436,2
16,0,"2025-02-26T19:30:00Z",27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,65,-3046,129167,42,3088,2
14,0,"2025-03-09T16:30:00Z",28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,65,-3053,126191,62,3115,2
6,0,"2025-03-16T13:30:00Z",29,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,65,-1484,124634,59,1543,2
9,0,"2025-04-01T18:45:00Z",30,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,65,-1449,123468,69,1518,2
8,0,"2025-04-05T11:30:00Z",31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,65,-560,122956,53,613,2
4,0,"2025-04-12T16:30:00Z",32,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,65,-726,122249,39,765,2
10,0,"2025-04-20T13:00:00Z",33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,65,-754,121519,53,807,2
7,0,"2025-04-23T19:00:00Z",33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,65,-754,121519,53,807,2
3,0,"2025-05-03T16:30:00Z",35,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,65,-274,120781,50,324,2
20,6,"2024-08-17T14:00:00Z",1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,22,"13.8","1.4","8.0","2.3",1,"0.12","0.02","0.14","0.47",0,0,0,0,0,0,0,60,0,1167503,0,0,3
2,6,"2024-08-24T16:30:00Z",2,FALSE,90,0,0,1,0,0,0,0,1,0,0,1,25,"21.4","1.9","0.0","2.3",1,"0.00","0.02","0.02","1.28",0,0,0,0,0,0,0,60,-25184,1248259,36723,61907,3
5,2,"2024-08-31T11:30:00Z",3,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,17,"20.8","20.8","9.0","5.1",1,"0.12","0.01","0.13","1.83",0,0,0,0,0,0,0,60,853,1296327,86679,85826,3
18,15,"2024-09-15T13:00:00Z",4,FALSE,90,1,0,1,0,0,0,0,0,0,0,3,40,"58.0","0.7","35.0","9.4",1,"0.27","0.00","0.27","0.74",0,0,0,0,0,0,0,60,-115425,1208425,61041,176466,3
13,7,"2024-09-22T15:30:00Z",5,FALSE,90,1,0,0,2,0,0,0,0,0,0,0,15,"56.6","0.8","40.0","9.7",1,"0.49","0.01","0.50","2.16",0,0,0,0,0,0,0,60,131837,1375740,171534,39697,3
11,1,"2024-09-28T14:00:00Z",6,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,7,"19.6","7.3","57.0","8.4",1,"0.27","0.05","0.32","0.32",0,0,0,0,0,0,0,61,1006599,2452527,1038827,32228,3
17,2,"2024-10-05T14:00:00Z",7,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,5,"4.6","3.7","16.0","2.4",1,"0.20","0.04","0.24","0.65",0,0,0,0,0,0,0,62,328472,2805003,382083,53611,3
3,1,"2024-10-19T16:30:00Z",8,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,5,"21.6","1.1","5.0","2.8",1,"0.02","0.00","0.02","1.82",0,0,0,0,0,0,0,62,128228,2960806,194032,65804,3
12,1,"2024-10-27T16:30:00Z",9,FALSE,53,0,0,0,1,0,0,0,0,0,0,0,7,"4.4","0.7","0.0","0.5",1,"0.00","0.00","0.00","0.39",0,0,0,0,0,0,0,63,-102913,2845807,112341,215254,3
15,2,"2024-11-02T12:30:00Z",10,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,9,"17.6","14.3","2.0","3.4",1,"0.00","0.10","0.10","0.53",0,0,0,0,0,0,0,62,-434195,2413799,27273,461468,3
6,2,"2024-11-10T16:30:00Z",11,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,14,"21.6","12.0","4.0","3.8",1,"0.00","0.23","0.23","1.28",0,0,0,0,0,0,0,62,-93428,2339528,39875,133303,3
16,6,"2024-11-23T15:00:00Z",12,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,24,"11.2","2.8","4.0","1.8",1,"0.07","0.02","0.09","0.33",0,0,0,0,0,0,0,61,153769,2523518,224699,70930,3
19,9,"2024-11-30T17:30:00Z",13,FALSE,45,1,1,0,2,0,0,0,0,0,0,0,20,"42.2","0.7","35.0","7.8",1,"0.20","0.00","0.20","0.70",0,0,0,0,0,0,0,62,117627,2647421,193071,75444,3
14,0,"2024-12-04T20:15:00Z",14,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,62,139667,2790105,197417,57750,3
9,0,"2024-12-08T14:00:00Z",15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,62,-121694,2657917,79219,200913,3
8,9,"2024-12-14T15:00:00Z",16,FALSE,90,0,0,1,0,0,0,0,0,0,0,3,34,"26.6","16.5","8.0","5.1",1,"0.00","0.04","0.04","0.09",0,0,0,0,0,0,0,62,-266454,2403720,55731,322185,3
7,4,"2024-12-21T17:30:00Z",17,FALSE,90,0,1,0,1,0,0,0,1,0,0,0,13,"22.2","10.9","17.0","5.0",1,"0.39","0.01","0.40","1.59",0,0,0,0,0,0,0,62,271661,2712218,287586,15925,3
10,6,"2024-12-27T20:15:00Z",18,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,21,"21.4","17.3","11.0","5.0",1,"0.27","0.05","0.32","0.16",0,0,0,0,0,0,0,63,291924,3025206,314433,22509,3
4,2,"2025-01-01T17:30:00Z",19,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,12,"18.8","17.1","0.0","3.6",1,"0.00","0.31","0.31","0.29",0,0,0,0,0,0,0,63,128138,3148709,160775,32637,3
5,2,"2025-01-04T17:30:00Z",20,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,9,"10.2","2.2","0.0","1.2",1,"0.00","0.01","0.01","1.52",0,0,0,0,0,0,0,64,72395,3233511,158836,86441,3
18,1,"2025-01-15T20:00:00Z",21,FALSE,90,0,0,0,1,0,0,0,1,0,0,0,6,"21.8","1.7","5.0","2.9",1,"0.03","0.01","0.04","0.78",0,0,0,0,0,0,0,64,-11890,3235076,101268,113158,3
2,1,"2025-01-18T17:30:00Z",22,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,10,"28.0","22.6","4.0","5.5",1,"0.00","0.07","0.07","1.04",0,0,0,0,0,0,0,64,-18213,3226029,78306,96519,3
20,7,"2025-01-25T15:00:00Z",23,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,27,"18.8","11.3","7.0","3.7",1,"0.06","0.01","0.07","0.74",0,0,0,0,0,0,0,64,-8279,3235745,158354,166633,3
13,2,"2025-02-02T16:30:00Z",24,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,11,"15.2","3.0","5.0","2.3",1,"0.05","0.02","0.07","0.81",0,0,0,0,0,0,0,64,-157652,3065179,47399,205051,3
11,6,"2025-02-15T12:30:00Z",25,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,29,"18.4","13.1","2.0","3.4",1,"0.00","0.04","0.04","0.22",0,0,0,0,0,0,0,63,97753,3217183,152520,54767,3
19,2,"2025-02-22T15:00:00Z",26,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,9,"9.8","5.0","13.0","2.8",1,"0.14","0.09","0.23","1.07",0,0,0,0,0,0,0,63,157859,3377693,176404,18545,3
16,7,"2025-02-26T19:30:00Z",27,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,27,"21.2","4.8","0.0","2.6",1,"0.00","0.01","0.01","0.40",0,0,0,0,0,0,0,63,-62402,3310123,41000,103402,3
14,2,"2025-03-09T16:30:00Z",28,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,13,"20.0","14.0","0.0","3.4",1,"0.00","0.03","0.03","1.52",0,0,0,0,0,0,0,63,37674,3359159,91887,54213,3
6,5,"2025-03-16T13:30:00Z",29,FALSE,90,0,0,1,0,0,0,0,1,0,0,0,25,"17.2","0.9","0.0","1.8",1,"0.00","0.01","0.01","0.36",0,0,0,0,0,0,0,64,85019,3570779,127378,42359,3
9,1,"2025-04-01T18:45:00Z",30,FALSE,15,0,0,0,0,0,0,0,0,0,0,0,3,"1.6","0.2","0.0","0.2",1,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,64,207933,3664431,290080,82147,3
8,0,"2025-04-05T11:30:00Z",31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,63,-1199358,2448820,5248,1204606,3
4,0,"2025-04-12T16:30:00Z",32,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,62,-553855,1899745,181,554036,3
10,0,"2025-04-20T13:00:00Z",33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,62,-323787,1574465,229,324016,3
7,0,"2025-04-23T19:00:00Z",33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,62,-323787,1574465,229,324016,3
3,0,"2025-05-03T16:30:00Z",35,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,62,-41706,1463353,147,41853,3
20,12,"2024-08-17T14:00:00Z",1,FALSE,90,1,1,1,0,0,0,0,0,0,0,3,48,"54.8","24.1","46.0","12.5",1,"0.45","0.04","0.49","0.47",0,0,0,0,0,0,0,80,0,1087445,0,0,4
2,2,"2024-08-24T16:30:00Z",2,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,-2,"0.0","6.1","15.0","2.0",1,"0.21","0.03","0.24","1.28",0,0,0,0,0,0,0,81,285826,1638743,350954,65128,4
5,8,"2024-08-31T11:30:00Z",3,FALSE,90,1,0,0,1,0,0,0,0,0,0,2,34,"47.0","24.8","30.0","10.2",1,"0.77","0.05","0.82","1.83",0,0,0,0,0,0,0,81,63441,1755160,307787,244346,4
18,2,"2024-09-15T13:00:00Z",4,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,9,"19.2","5.4","36.0","6.1",1,"0.14","0.00","0.14","0.74",0,0,0,0,0,0,0,81,-8676,1804099,301692,310368,4
13,2,"2024-09-22T15:30:00Z",5,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,8,"15.0","0.0","17.0","3.2",1,"0.06","0.00","0.06","2.16",0,0,0,0,0,0,0,81,-82509,1733362,108350,190859,4
11,6,"2024-09-28T14:00:00Z",6,FALSE,90,1,0,0,2,0,0,0,0,0,0,0,25,"35.6","8.5","100.0","14.4",1,"1.89","0.04","1.93","0.32",0,0,0,0,0,0,0,82,201708,1961057,419703,217995,4
17,8,"2024-10-05T14:00:00Z",7,FALSE,90,1,0,0,1,0,0,0,0,0,0,2,34,"37.6","14.9","82.0","13.5",1,"0.77","0.04","0.81","0.65",0,0,0,0,0,0,0,82,177244,2162410,293506,116262,4
3,2,"2024-10-19T16:30:00Z",8,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,4,"3.6","3.3","10.0","1.7",1,"0.04","0.02","0.06","1.82",0,0,0,0,0,0,0,83,-176824,1980343,105725,282549,4
12,2,"2024-10-27T16:30:00Z",9,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,3,"4.4","25.3","17.0","4.7",1,"0.17","0.47","0.64","0.85",0,0,0,0,0,0,0,82,-214525,1768961,30424,244949,4
15,1,"2024-11-02T12:30:00Z",10,FALSE,90,0,0,0,1,0,0,0,1,0,0,0,4,"5.6","11.8","4.0","2.1",1,"0.00","0.42","0.42","0.53",0,0,0,0,0,0,0,81,-158755,1625586,45811,204566,4
